City,Typology,Country,Car_Modeshare,Public_Transit_Modeshare,Bicycle_Modeshare,Walking_Modeshare,Gasoline_Pump_Price,Road_Deaths_Rate,Subway_Length,Subway_Length_Density,Subway_Stations_per_Hundred_Thousand,Subway_Ridership_per_Capita,Subway_Age,BRT_Length,BRT_System_Length_Density,BRT_Stations_per_Hundred_Thousand_Persons,BRT_Fleet_per_Hundred_Thousand_Persons,BRT_Annual_Ridership_per_Capita,BRT_Age,Bikeshare_Stations,Bikeshare_Stations_per_Hundred_Thousand_Persons,Bikeshare_Number_of_Bikes,Bikeshare_Bicycles_per_Hundred_Thousand_Persons,Bikeshare_Age,Congestion,Congestion_AM_Peak,Congestion_PM_Peak,Traffic_Index,Travel_Time_Index,Inefficiency_Index,Population,Land_Area,Population_Density,Population_Change_1990_–_2000,Population_Change_2000_–_2010,Population_Change_2010_–_2020,Population_Change_2020_–_2025,Urbanization_Rate_2015,Urbanization_Rate_Change_2015_–_2025,GDP_per_Capita,Unemployment_Rate,Cost_of_Living_Index,Rent_Index,Grocery_Index,Restaurant_Price_Index,Local_Purchasing_Power_Index,Gini_Coefficient,Poverty_Rate,Life_Expectancy,Safety_Index,Internet_Penetration,Digital_Penetration,Innovation_Index,Smartphone_Penetration,CO2_Emissions_per_Capita,Pollution_Index,Street_length_total,Street_Length_Density,Street_Length_Average,Intersection_Count,Intersection_Density,Degree_Average,Streets_per_Node,Circuity,Self-Loop_Proportion,Highway_Proportion,Metro_Propensity_Factor,BRT_Propensity_Factor,BikeShare_Propensity_Factor,Development_Factor,Sustainability_Factor,Population_Factor,Congestion_Factor,Sprawl_Factor,Network_Density_Factor
Kansas City(MO),Auto Sprawl,United States,91.6,0.9,0.2,1.3,0.62,14.3,0.0,0.0,0.0,0.0,0,35.0,0.019931663,2.732919255,1.677018634,2.590062112,,30,1.863354037,300.0,18.63354037,6.0,11.0,16.0,27.0,135.93,29.0,112.3,1610000,1756,900,132327,211395,275447,136909,81.6,1.7,54348.0,6.4,66.58,30.72,63.92,67.24,170.3,0.455,17.9,77.5,40.01,74.6,0.78,43.0,72.0,22.6,,13142168.62,6774043635.0,158.2955159,47135.0,515.4433664,5.165692274,2.822683189,1.05452974,0.005827114,0.033226392,0.0203746081,0.2984187252,0.4216700225,0.7471370218,0.4081951015,0.0713088372,0.0,0.8570719921,0.4029599261
Kampala,Congested Emerging,Uganda,9.0,82.0,,,1.02,27.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,2440000,751,3200,341827,497008,1075395,871153,16.1,3.8,662.4,,37.67,7.62,31.59,26.04,21.2,0.34,9.6,62.3,,31.1,0.17,,4.0,0.133852656,,3529527.901,2787714940.0,191.7388038,10638.0,789.8265771,4.868921489,2.503192067,1.075295383,0.000948528,0.009304222,0.1198244581,0.0116325265,0.3691014756,0.0251887368,0.3236653603,0.2378056574,0.7652850673,0.4174106565,0.2515782763
Aleppo,Congested Emerging,Syria,,,,,0.44,22.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,3665000,259,14200,649760,864309,997253,559590,57.7,4.1,1821.0,,,,,,,,30.8,64.5,,25.9,0.28,,,1.866465075,,4142305.08,4045982370.0,109.0424629,22555.0,976.7465919,5.640947898,3.032913109,1.033903057,0.000480919,0.003452894,0.0810040824,0.0702538979,0.3600128052,0.0815208396,0.2686936929,0.2340819575,0.6845899851,0.4496022315,0.4126633771
Sao Paulo,BusTransit Dense,Brazil,27.6,39.0,0.6,,1.22,11.8,77.4,0.028592538,0.325163795,63.86799321,43,45.0,0.016623569,1.053142441,19.2477554,46.5032759,38.0,241,1.169619025,600.0,2.911914584,6.0,30.0,42.0,53.0,204.02,46.41,217.63,20605000,2707,7600,2323364,2550162,2593696,931681,85.7,2.1,25650.0,16.1,54.65,21.48,41.66,48.34,43.55,0.55,28.09,73.15,27.25,54.2,0.5,44.0,41.0,2.465870235,88.29,,,,,,,,,,,0.363477276,0.5840782469,0.4432580516,0.3775516811,0.1920435879,0.4081497259,0.551303,0.3377632383,0.6508194481
Riyadh,BusTransit Sprawl,Saudi Arabia,92.0,2.0,,,0.54,27.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.0,28.0,41.0,181.98,40.88,189.43,5845000,1658,3500,1242201,1659632,2067065,796186,83.1,1.9,21395.4,,47.54,16.16,38.93,33.23,173.64,,,74.5,79.29,65.9,0.44,34.0,,17.92748481,69.68,13709766.13,11897085078.0,112.1792782,77698.0,867.7817672,5.261972958,3.054771047,1.029090597,0.003679582,0.0,0.0129650751,0.113289489,0.4235776298,0.4258933553,0.2765185197,0.2613876239,0.219632322,0.8255404383,0.6285252609
Toulouse,MassTransit Moderate,France,66.0,9.0,3,21.0,1.84,6.7,28.2,0.034771887,3.87434555,115.9162304,24,11.0,0.013563502,1.780104712,,4.178010471,10.0,280,29.31937173,2465.0,258.1151832,11.0,27.0,59.0,56.0,,,,955000,811,1200,123716,139248,161386,70932,79.5,2.2,50061.0,8.6,76.26,25.36,70.22,79.43,119.48,,,82.4,59.02,83.3,0.72,42.0,49.0,6.4,,1975778.768,9819477245.0,101.9020459,11926.0,4969.927506,4.775967564,2.837817914,1.099692381,0.014910629,0.030833827,0.3543696943,0.3008620266,0.609324465,0.7359578326,0.4492127907,0.0409388185,0.3574459922,0.1948819313,0.4209488937
Harbin,MetroBike Emerging,China,,,,,1.16,18.8,17.5,0.030701754,0.366225839,11.13936928,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,4915000,570,8600,1495233,1608738,1974741,739035,55.6,9.8,12865.0,3.6,,,,,,0.32,,76.1,,50.1,0.43,35.0,58.0,5.6,,2343580.915,2645849183.0,320.8187426,4244.0,1128.977099,5.071864111,3.194686411,1.054612971,0.000515243,0.041749199,0.1392817876,0.0614937103,0.3833122284,0.2632624965,0.7446149317,0.3676238435,0.5692425582,0.6358071688,0.3061629284
Busan,Hybrid Giant,South Korea,,,,,1.47,9.1,130.2,0.324688279,2.393822394,83.65508366,32,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,3885000,401,9700,-105449,-274436,-102205,34304,82.5,1.3,23938.0,3.8,,,,,,,,82.3,,92.3,0.82,44.0,88.0,3.7,47.03,6138760.64,1227587046.0,131.4706838,26971.0,199.9731082,5.72556864,3.009517664,1.074173106,0.001915882,0.0,0.5579031173,0.1390756788,0.4111570112,0.5139294799,0.494550869,0.0,0.5062629969,0.3764626616,0.3551648503
Rochester(NY),Auto Sprawl,United States,88.6,2.6,0.4,3.5,0.71,5.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14.0,20.0,28.0,,,,735000,839,900,74951,117955,154618,78220,81.6,1.7,44782.0,,67.18,29.69,65.6,70.63,138.2,0.499,33.2,80.5,33.27,73.4,0.78,41.0,72.0,8.61,,4484798.324,4843135560.0,196.9608399,13364.0,1079.900412,5.326108496,2.790995789,1.085960732,0.014743157,0.032085257,0.0236296139,0.1771530686,0.3620295807,0.7165587759,0.3341270658,0.0383989289,0.0835590351,0.6360218186,0.267267478
Lucknow,Congested Emerging,India,,,,,1.19,16.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,3260000,324,10100,607258,632892,850121,529439,32.7,4.3,1861.5,,26.93,4.98,27.38,16.27,59.56,,13.7,68.3,50.31,28.3,0.32,32.0,17.0,1.590272829,85.63,3879658.402,3429321574.0,147.4650653,15914.0,883.9235877,5.35525649,2.966214314,1.075368375,0.000693977,0.0,0.0856793743,0.0405004422,0.4078961278,0.0691026238,0.3193796903,0.2291113574,0.6729087529,0.2542064822,0.3467859082
Rangoon,Congested Emerging,Myanmar,4.7,28.6,13,42.2,0.72,20.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,5320000,570,9300,646047,802895,1267825,721820,34.1,5.7,1408.1,,,,,,,,,66.6,,2.1,0.17,,,0.237874069,,7556040.092,3422585037.0,110.083773,40741.0,452.9601478,5.87025935,3.013966664,1.036206813,0.000501283,1.85e-05,0.0700882048,0.0356451565,0.3511398263,0.0386662212,0.3312692906,0.2886455668,0.6885023623,0.3893152099,0.4038907783
Shenyang,MetroBike Emerging,China,,,,,1.16,18.8,55.1,0.054554455,0.693548387,44.83870968,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.0,60.0,73.0,,,,6200000,1010,6100,911803,906290,1303408,658315,55.6,9.8,14105.0,3.03,,,,,,0.32,,76.1,,50.1,0.43,35.0,58.0,10.5,,2952695.658,3120790285.0,357.7290596,4785.0,1056.929208,5.17282756,3.221211535,1.037638583,7.48e-05,0.0409635,0.2221890554,0.0569174683,0.385558376,0.276916273,0.750081096,0.3094111003,0.5801912563,0.6966919238,0.3452831528
Porto,Hybrid Moderate,Portugal,52.0,26.0,0,22.0,1.78,4.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.0,48.0,55.0,127.61,31.26,155.31,1480000,777,1900,90117,101161,155824,72592,63.5,5.0,20813.0,17.1,49.58,16.32,38.42,40.83,68.88,,,81.1,55.57,62.1,0.65,41.0,,4.6,40.52,5877816.998,6150310537.0,113.193849,31386.0,1046.35965,4.776465604,2.744929301,1.081806555,0.004778588,0.037546386,0.0639185048,0.1194991915,0.4168213511,0.4615356045,0.4630505152,0.0891244989,0.3845510834,0.2460934511,0.3390158027
Chennai,Congested Boomer,India,30.0,39.0,9,22.0,1.19,26.6,19.0,0.019567456,0.130195293,0.901352028,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,175.13,43.12,195.91,9985000,971,10300,1014551,2169897,2798700,1492962,32.7,4.3,6469.0,18.7,25.92,7.14,26.99,15.78,83.02,0.37,13.7,68.3,55.63,28.3,0.32,38.0,17.0,1.590272829,78.65,6561095.874,7424636579.0,94.28352001,40783.0,1131.615316,5.258332846,2.714550094,1.049839414,0.000444566,0.002850357,0.1128753178,0.0421208722,0.4239380454,0.105809687,0.3221489746,0.421691496,0.5365660454,0.3961776627,0.4548663325
Minneapolis-St. Paul(MN),Auto Sprawl,United States,85.8,4.7,0.8,2.1,0.68,7.5,35.1,0.013260295,1.323792487,8.193202147,13,0.0,0.0,0.0,0.0,0.0,0.0,170,6.082289803,1550.0,55.45617174,8.0,16.0,27.0,42.0,166.83,35.27,237.18,2795000,2647,1000,309962,404723,454170,221498,81.6,1.7,61268.0,4.9,81.1,41.83,87.08,71.49,117.87,0.44,19.5,81.1,53.03,82.6,0.78,44.0,72.0,19.4,20.55,2332496.622,12215942219.0,148.6518783,8832.0,5237.281848,6.010445534,3.37145598,1.026579218,0.00078028,0.025194033,0.1324624609,0.1706277191,0.4320679453,0.8171226499,0.3350542172,0.0704616537,0.1382103448,0.6766820434,0.7433809001
Orlando(FL),Auto Sprawl,United States,89.6,1.9,0.4,1.1,0.68,14.5,0.0,0.0,0.0,0.0,0,5.0,0.002443793,1.035294118,0.470588235,0.631764706,21.0,37,1.741176471,,,3.0,20.0,23.0,46.0,191.69,39.75,199.35,2125000,2046,1000,272082,293969,259760,128406,81.6,1.7,45783.0,6.9,77.62,39.66,81.95,76.0,121.2,0.474,18.8,79.4,45.55,76.2,0.78,45.0,72.0,14.3,39.32,5462754.685,6735924255.0,159.6549768,19778.0,1233.063654,4.877933877,2.875157735,1.094265411,0.005984409,0.036112539,0.0442514415,0.2950514514,0.3583792776,0.760427267,0.3259400273,0.0670783971,0.1732954336,0.7676423008,0.4017124131
Copenhagen,MassTransit Moderate,Denmark,33.0,20.0,30,17.0,1.8,3.1,20.4,0.033116883,1.725490196,43.92156863,15,0.0,0.0,0.0,0.0,0.0,0.0,17,1.333333333,250.0,19.60784314,5.0,23.0,47.0,40.0,99.76,31.48,123.45,1275000,616,2000,41841,115226,137668,67205,87.7,1.5,78145.0,7.2,89.0,46.43,67.49,109.33,110.63,,,76.85,77.48,94.6,0.83,49.0,,7.1,26.45,3323014.267,4636919372.0,117.0858767,16150.0,1395.395565,4.8481492,2.684653981,1.051097765,0.003690613,0.021699467,0.2477913336,0.1537600013,0.3287091759,0.8420661027,0.6264466718,0.0082966581,0.2953285754,0.2007238451,0.3845529029
Belgrade,Hybrid Moderate,Serbia,26.0,49.0,1,24.0,1.52,7.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,107.55,30.05,89.02,1085000,246,4400,-7921,11621,51585,57842,55.6,1.8,18204.0,,37.29,10.22,26.59,33.94,42.58,0.28,,75.6,62.99,57.0,0.45,38.0,,6.263063271,58.07,9711712.985,1486932811.0,198.4777132,27572.0,153.1071617,4.67953668,2.503387967,1.078324121,0.000972614,0.015120498,0.093764638,0.0676605,0.4106994233,0.3163085897,0.5023131494,0.0610975468,0.4765727544,0.3061415092,0.2267276454
Vancouver,MassTransit Heavyweight,Canada,65.9,19.7,1.8,6.3,1.27,6.3,68.6,0.059652174,2.034632035,50.95238095,32,27.0,0.023478261,0.606060606,,12.98701299,,150,6.493506494,1500.0,64.93506494,2.0,39.0,54.0,72.0,183.46,41.78,173.12,2310000,1150,1900,400046,276428,347795,181349,81.8,1.8,44337.0,6.7,70.72,46.51,73.64,66.26,98.54,0.45,8.1,81.0,62.2,94.7,0.78,50.0,67.0,13.4,25.97,1657226.516,8637443427.0,125.5664885,7406.0,5211.987224,6.031539424,3.315269086,1.021405338,0.00186753,0.004562082,0.3157426547,0.2945686232,0.4032299697,0.7373888035,0.3655320024,0.0496931037,0.4454906947,0.3939176034,0.6618669841
Ouagadougou,Congested Emerging,Burkina Faso,14.0,8.0,10,42.0,1.13,30.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,2825000,466,6100,383367,990380,1750528,1133221,29.9,7.8,663.9,,,,,,,0.48,25.2,59.9,,9.7,0.08,,14.0,0.17900836,,6312986.527,5101512398.0,102.4951947,36742.0,808.0980968,6.135919875,3.116621984,1.022190413,0.000123659,0.0,0.0413246281,0.0351789949,0.3460031605,0.0070540626,0.3308961023,0.3331839566,0.6573637874,0.3685318368,0.4599830029
Surat,Congested Boomer,India,31.0,13.0,13,42.0,1.19,5.0,0.0,0.0,0.0,0.0,0,10.0,0.042918455,,,0.712401055,4.0,0,0.0,0.0,0.0,0.0,,,,,,,5685000,233,24400,1230362,1739660,2161537,930178,32.7,4.3,1861.5,,25.65,4.69,24.79,20.36,57.18,,13.7,68.3,71.94,28.3,0.32,33.0,17.0,1.590272829,62.08,1563874.291,1323296968.0,271.4588251,3428.0,846.1658176,5.573474002,2.905048983,1.052227028,0.000540833,0.0,0.056680597,0.1124663883,0.4308875032,0.119680302,0.3231967339,0.3639593321,0.5276580704,0.1021614896,0.250678253
Guayaquil,BusTransit Dense,Ecuador,,,,,0.39,20.1,0.0,0.0,0.0,0.0,0,45.0,0.146103896,2.325581395,4.114490161,28.44364937,12.0,0,0.0,0.0,0.0,0.0,,,,,,,2795000,308,9100,505760,195758,324491,267793,63.7,2.7,5191.1,,49.83,13.75,43.53,37.69,39.94,0.49,16.4,76.2,36.02,77.4,0.41,28.0,,2.779287585,,6190991.139,1045918392.0,88.93824364,40063.0,168.9419946,5.576518147,3.089223047,1.055001784,0.001402022,0.0,0.1007900715,0.48728344,0.3612851597,0.2578564508,0.252492485,0.1211148273,0.6651301751,0.6124088067,0.329879325
Portland(OR),Auto Sprawl,United States,80.0,6.4,2.3,3.2,0.77,11.1,97.0,0.071481209,4.85,20.1,31,0.0,0.0,0.0,0.0,0.0,0.0,100,5.0,100.0,5.0,0.0,29.0,41.0,66.0,125.24,27.73,110.21,2000000,1357,1400,414038,429811,346132,169145,81.6,1.7,62606.0,7.3,80.35,51.03,81.05,73.47,125.73,0.449,15.8,79.5,55.6,82.1,0.78,46.0,72.0,12.6,22.22,6357184.47,9116852196.0,125.9696522,28435.0,1434.102194,5.367667044,2.864212911,1.056188881,0.002099311,0.020628105,0.359832715,0.1741232151,0.3610407726,0.7821340156,0.4322565736,0.058913258,0.2753122273,0.6220855437,0.5416376877
Bogota,BusTransit Dense,Colombia,15.0,47.5,2.3,15.1,0.83,16.8,0.0,0.0,0.0,0.0,0,113.0,0.201067616,1.418067227,17.82563025,59.3592437,10.0,0,0.0,0.0,0.0,0.0,,,,181.89,47.23,234.0,9520000,562,16900,1615444,2146513,2076481,790216,76.4,2.6,21497.0,9.6,36.87,14.41,31.25,26.85,38.72,0.54,22.0,77.15,36.67,61.6,0.45,39.0,,1.893127874,74.1,7635515.314,6048847310.0,85.25586549,52355.0,792.1989626,5.198718486,3.005585655,1.062509412,0.000580773,0.0,0.1264351552,0.7059461383,0.4152531941,0.252559466,0.2466985345,0.3375648361,0.6818195866,0.4651839551,0.4313410924
Maputo,Congested Emerging,Mozambique,10.2,42.1,0.3,45.6,1.03,31.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,2655000,414,6400,243209,112950,374583,316215,32.2,3.6,515.4,,,,,,,0.52,49.6,57.6,,7.1,0.12,,,0.151849649,,3954343.798,1336049263.0,100.036525,23476.0,337.868767,5.988207456,3.073005159,1.022159186,0.000155471,0.0,0.0753995572,0.0553380528,0.3358268225,0.020477306,0.2228726039,0.1819473354,0.6974849412,0.4120888732,0.3717773893
Tunis,BusTransit Sprawl,Tunisia,29.0,19.0,,50.0,0.76,24.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,2240000,440,5100,67497,66042,157813,83395,66.8,2.4,4265.4,,31.54,7.37,29.09,21.98,38.34,0.38,,75.3,63.63,52.1,0.41,27.0,,2.541451798,70.75,61551977.29,175561353.9,188.4542268,197058.0,2.85224556,5.508103832,2.885414871,1.085643248,0.000834528,0.008995584,0.0612524754,0.0822648773,0.3900896121,0.1800937063,0.3506444321,0.0767802186,0.5687649034,0.8282604747,0.290992604
Kano,Congested Emerging,Nigeria,7.8,72.3,,,0.48,20.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,3680000,251,14600,507050,668365,1477161,975989,47.8,7.5,2455.9,,,,,,,0.54,34.1,54.5,,52.0,0.15,,28.0,0.553477351,,3034726.116,2448929574.0,151.5317379,12136.0,806.9688929,5.765824666,2.982243685,1.043497833,0.000309246,0.0,0.1171471215,0.0800046482,0.351040874,0.0708007655,0.3093488036,0.2943065612,0.7314310725,0.4076210722,0.3607122669
Freetown,Congested Emerging,Sierra Leone,,,,,0.78,27.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1070000,91,11800,158856,221662,384616,245213,39.9,4.3,455.6,,,,,,,0.32,31.2,50.1,,5.2,0.1,,,0.192879462,,1093684.836,873003976.8,109.8628665,5498.0,798.2226211,4.745955292,2.45757688,1.06784323,0.001040908,0.0,0.0676158634,0.0178289237,0.3507731526,0.0169731313,0.2685166759,0.1866030953,0.6910866151,0.3972036004,0.222406365
Brasilia,BusTransit Dense,Brazil,32.3675,37.2125,2.79,25.92,1.31,20.9,42.4,0.063001486,0.928433269,21.17988395,16,91.1,0.135364042,3.713733075,5.377176015,8.239845261,7.0,0,0.0,0.0,0.0,0.0,20.0,35.0,50.0,138.73,30.31,160.93,2585000,673,3800,882855,955036,953032,279081,85.7,2.1,35689.0,6.0,53.31,16.64,40.52,45.91,54.77,0.67,,75.0,34.6,54.2,0.5,35.0,41.0,2.465870235,34.66,,,,,,,,,,,0.2089097664,0.546957025,0.3875348523,0.3896746382,0.3357696452,0.1475702829,0.3715685905,0.4564562539,0.494426139
Xiamen,MetroBike Emerging,China,,,,,1.16,18.8,0.0,0.0,0.0,0.0,0,49.0,0.084048027,0.84835631,4.665959703,21.6330859,10.0,0,0.0,0.0,0.0,0.0,31.0,51.0,72.0,,,,4715000,583,8100,777063,1285036,1686704,480772,55.6,9.8,14606.0,3.23,,,,,,0.32,,76.1,,50.1,0.43,38.0,58.0,7.550916485,,2364948.091,2049447314.0,270.0328946,5143.0,866.592938,4.432235702,3.042287695,1.068319152,0.002189724,0.021492409,0.0928689741,0.3172288699,0.3951569659,0.2662970681,0.7053136808,0.3152366529,0.5268935279,0.5985853288,0.2595262925
Singapore,MassTransit Heavyweight,Singapore,29.0,48.0,1,22.0,1.61,3.6,170.7,0.32953668,2.113537118,176.069869,30,0.0,0.0,0.0,0.0,0.0,0.0, ,,14000.0,244.5414847,1.0,34.0,53.0,60.0,165.64,44.26,179.52,5725000,518,11100,902676,1167118,510336,204268,100.0,0.0,52600.6,2.2,84.93,75.92,73.49,60.48,96.54,,4.0,81.7,83.37,82.0,0.75,54.0,,9.36384739,35.97,7269187.644,1529996021.0,140.5869269,30815.0,210.4768917,4.362752263,2.906627691,1.090079016,0.00376245,0.036494716,0.685698,0.145779858,0.3703323686,0.7853098829,0.490241381,0.1201797727,0.5042029983,0.3512901643,0.2744015097
Beijing,MetroBike Giant,China,21.0,26.0,32,21.0,1.17,4.4,554.0,0.140716281,1.638057872,159.3918588,46,74.5,0.018923038,0.377636096,0.917116233,4.48749387,14.0,508,2.491417362,16000.0,78.46983816,6.0,46.0,72.0,84.0,242.69,52.35,231.63,20390000,3937,5200,3374649,4837168,5781222,1851981,55.6,9.8,17139.0,1.37,51.02,39.97,49.01,38.69,70.53,0.22,0.84,81.0,63.6,50.1,0.43,49.0,58.0,11.6,95.03,6930199.432,7118911750.0,213.4733684,19130.0,1027.230431,4.524466276,3.077649726,1.044086992,0.002317521,0.030967595,0.7937985767,0.2541277473,0.5079586209,0.4371955451,0.5886403221,0.7770137249,0.7384137521,0.5906124713,0.594050911
El Paso(TX),Auto Sprawl,United States,91.9,1.7,0.3,1.7,0.6,12.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.909090909,80.0,9.090909091,3.0,17.0,23.0,29.0,,,,880000,650,1200,104209,135647,154857,78162,81.6,1.7,30143.0,8.8,,,,,,0.469,18.4,78.5,,68.1,0.78,39.0,72.0,10.8,,9837740.674,5724118261.0,124.7636767,44932.0,581.8529326,5.579956188,3.084024409,1.048038557,0.002488678,0.023310364,0.0175829583,0.1469705232,0.3606163214,0.6759984674,0.3463084795,0.0384708585,0.1067313688,0.7078071422,0.4550007454
Zhengzhou,MetroBike Emerging,China,,,,,1.16,18.8,45.39,0.035050193,0.625543006,15.30842745,4,30.5,0.023552124,0.660295395,5.039096438,33.8835795,9.0,0,0.0,0.0,0.0,0.0,,,,,,,5755000,1295,4400,1303147,1358923,1656555,565662,55.6,9.8,12524.0,2.2,,,,,,0.32,,76.1,,50.1,0.43,34.0,58.0,7.550916485,,4048527.709,3884645191.0,351.984673,6503.0,959.5204652,4.635958395,3.124679184,1.039352085,0.000932401,0.028940791,0.1759644339,0.260915281,0.392817084,0.2699449622,0.7290604984,0.3353213043,0.5673302287,0.6790509248,0.3463972609
Minsk,Hybrid Giant,Belarus,20.0,63.0,1,13.0,0.65,13.7,37.3,0.08735363,1.464646465,160.8585859,33,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,111.86,27.88,82.56,1980000,427,4600,82832,146618,135342,48640,76.7,3.3,6221.4,0.2,33.64,12.95,26.97,37.66,39.02,0.23,4.2,72.3,78.5,54.2,0.49,29.0,,6.736650116,42.93,2820511.522,3159627784.0,217.2297845,7708.0,1120.232185,4.973473027,2.902920196,1.060451543,0.002689256,0.016603119,0.4335223997,0.0657353245,0.4040210737,0.3217261612,0.6096916794,0.0649219898,0.5689579919,0.689194498,0.3449215983
Philadelphia(PA),Auto Innovative,United States,80.5,9.3,0.6,3.6,0.75,9.4,82.0,0.01598129,1.572832887,19.03485255,110,0.0,0.0,0.0,0.0,0.0,0.0,126,2.252010724,,,3.0,23.0,37.0,49.0,211.92,43.92,300.9,5595000,5131,1100,435270,681025,848806,405164,81.6,1.7,62817.0,8.2,83.24,51.12,85.15,74.69,113.72,0.461,25.8,78.5,39.46,76.2,0.78,49.0,72.0,17.2,,8632967.687,10347296780.0,124.2225119,40307.0,1198.579348,5.297489893,3.179704451,1.041980551,0.003311201,0.019103377,0.426470278,0.1918718989,0.3778444963,0.7997838886,0.1918289808,0.1372942808,0.2677763104,0.7221209302,0.7250508654
Taiyuan,MetroBike Emerging,China,,,,,1.16,18.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1262,33.43046358,41000.0,1086.092715,2.0,,,,,,,3775000,583,6500,866058,889402,1127429,467567,55.6,9.8,10216.0,3.35,,,,,,0.32,,76.1,,50.1,0.43,33.0,58.0,7.550916485,,2190822.614,2186834837.0,384.5572431,3308.0,998.1797809,4.152556127,3.099810657,1.064372542,0.000260552,0.058434179,0.0816981996,0.083654149,0.8212528567,0.2772846221,0.7793230739,0.2901139195,0.5637155971,0.720986569,0.2476961532
Tampa-St. Petersburg(FL),Auto Sprawl,United States,87.4,1.4,0.8,1.5,0.68,14.5,4.3,0.00173457,0.413533835,0.112781955,15,0.0,0.0,0.0,0.0,0.0,0.0,30,1.127819549,300.0,11.27819549,4.0,24.0,33.0,54.0,157.77,33.18,157.73,2660000,2479,1000,355265,412396,410610,200500,81.6,1.7,41609.0,7.0,72.67,39.34,75.29,69.49,102.21,0.474,20.9,79.4,58.69,76.2,0.78,43.0,72.0,18.2,,8342388.705,5541738609.0,157.3560567,29888.0,664.2867895,5.169355274,2.847181009,1.096873501,0.007608491,0.023268262,0.0823220345,0.1576649917,0.3736528088,0.7279844158,0.3828343664,0.0740875809,0.2187244665,0.7813119215,0.4000612813
Calgary,Auto Sprawl,Canada,71.3,15.9,1.2,4.9,0.89,7.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20.0,28.0,39.0,147.55,37.37,164.53,1215000,704,1600,214510,238330,228733,108605,81.8,1.8,69826.0,4.8,75.24,35.75,73.52,73.05,124.19,0.44,,82.2,67.93,94.7,0.78,43.0,67.0,13.8,27.72,7457764.964,5664893732.0,149.4512127,28862.0,759.5967102,4.741784318,2.951526729,1.156604012,0.015220566,0.028747735,0.0585770459,0.1625784388,0.3352241497,0.8003364487,0.4301910612,0.0324163359,0.1865687643,0.6260735914,0.2685057953
Taichung,Hybrid Moderate,Taiwan,46.0,34.0,4,15.0,0.98,12.7,0.0,0.0,0.0,0.0,0,17.0,0.034552846,0.833333333,1.26984127,5.952380952,4.0,0,0.0,0.0,0.0,0.0,38.0,44.0,71.0,,,,2520000,492,5100,213227,161727,264430,158859,,,41877.0,,,,,,,,,79.98,,84.0,0.79,32.0,,11.73,87.28,6891629.065,5958440332.0,164.1372107,23589.0,864.5909807,5.239317767,3.009082133,1.066113573,0.000327582,0.019287506,0.0828069801,0.2299001787,0.3821027931,0.460904484,0.3638440625,0.0775446321,0.5008257718,0.4869988579,0.4294332409
